Дата,Код фьючерса,Средне-взвешенная цена за лот,Расчетная цена,Цена первой сделки,Максим. цена,Миним. цена,Цена последней сделки,Изменение,"Объем последней сделки, контр.",Число сделок,"Объем торгов, руб.","Объем торгов, контр.","Объем открытых позиций, руб.","Объем открытых позиций, контр.",Размеры ГО (руб./контракт),
04.09.2012,MXU2,144253,143890,144675,144735,143685,143890,-0.24,1,536,255184240,1769,6137484060,42654,14390,
05.09.2012,MXU2,142939,142500,143910,144640,142300,142500,-0.97,38,620,200543300,1403,6076485000,42642,14250,
06.09.2012,MXU2,144636,145915,142325,146080,142115,145915,2.40,6,1124,532839460,3684,6416466210,43974,14600,
07.09.2012,MXU2,147920,147840,145905,148780,145905,147840,1.32,21,1707,867697045,5866,6645703680,44952,14790,
10.09.2012,MXU2,147554,147940,147710,148190,146850,147940,0.07,16,1628,1112849400,7542,6838378560,46224,14800,
11.09.2012,MXU2,147321,147830,147675,148005,146705,147830,-0.07,11,1275,674433640,4578,6364968480,43056,14790,
12.09.2012,MXU2,147845,148020,148000,148595,147360,148020,0.13,1,2040,1250322520,8457,5754129480,38874,14810,
13.09.2012,MXU2,147197,147320,148030,148325,146845,147320,-0.47,5,1722,1127096620,7657,4462322800,30290,14740,
14.09.2012,MXU2,151834,153825,147545,154005,146890,153825,4.42,1,2350,1496324250,9855,3701644800,24064,15390,
17.09.2012,MXU2,153129,153741,154795,154795,152000,153720,-0.07,1,632,1860614830,12125,,,15390,
18.09.2012,MXZ2,154112,152500,154800,155490,152500,152500,-1.50,1,1045,641415430,4162,1202615000,7886,15540,
19.09.2012,MXZ2,151440,151210,152450,153970,150120,151210,-0.85,12,1412,533069570,3520,1306151980,8638,15540,
20.09.2012,MXZ2,150680,151360,151280,152000,149300,151360,0.10,1,1178,535515890,3554,1364964480,9018,15540,
21.09.2012,MXZ2,151308,150670,151500,152410,150500,150670,-0.46,1,1332,527308700,3485,1359043400,9020,15080,
24.09.2012,MXZ2,149606,150310,150400,150660,148960,150310,-0.24,2,831,345141140,2307,1427043140,9494,15040,
25.09.2012,MXZ2,150188,149350,150420,151290,149170,149350,-0.64,5,783,270339120,1800,1437344400,9624,14940,
26.09.2012,MXZ2,146985,145820,149400,149590,145410,145820,-2.36,4,1363,508422590,3459,1392581000,9550,14600,
27.09.2012,MXZ2,146050,146150,146170,147200,144780,146150,0.23,1,1723,733611300,5023,1493068400,10216,14620,
28.09.2012,MXZ2,146982,147300,146730,147960,146110,147300,0.79,1,1521,632757720,4305,1529857800,10386,14740,
01.10.2012,MXZ2,148533,150070,146900,150270,146480,150070,1.88,5,1344,523874940,3527,1534915960,10228,15020,
02.10.2012,MXZ2,149469,149450,150000,150500,148750,149450,-0.41,1,911,239300220,1601,1536943800,10284,14960,
03.10.2012,MXZ2,148765,148370,149010,149520,147910,148370,-0.72,1,1037,378011300,2541,1520792500,10250,14840,
04.10.2012,MXZ2,147210,146680,148170,149110,146130,146680,-1.14,2,831,266745050,1812,1465626560,9992,14680,
05.10.2012,MXZ2,149054,148800,146570,149960,146000,148800,1.44,1,1164,1039225510,6966,1605849600,10792,14880,
08.10.2012,MXZ2,147738,148540,148600,148810,146930,148540,-0.18,1,991,292373280,1979,1638396200,11030,14860,
09.10.2012,MXZ2,148487,148320,148340,149150,147880,148320,-0.15,1,919,307813680,2073,1665040320,11226,14840,
10.10.2012,MXZ2,147303,147080,147500,147950,146800,147080,-0.84,1,1363,384314600,2609,1853502160,12602,14720,
11.10.2012,MXZ2,146932,147280,147230,147850,145590,147280,0.14,1,2185,464893620,3164,1846302080,12536,14740,
12.10.2012,MXZ2,145932,145720,147560,147640,145000,145720,-1.06,1,2101,558772870,3829,2145872720,14726,14580,
15.10.2012,MXZ2,145581,145160,145390,146600,144600,145160,-0.38,1,1674,481435200,3307,2136464880,14718,14520,
16.10.2012,MXZ2,145728,146400,145200,146420,144830,146400,0.85,1,2125,530742370,3642,2256609600,15414,14640,
17.10.2012,MXZ2,147500,148290,146950,148720,146190,148290,1.29,1,1998,622450720,4220,2474960100,16690,14840,
18.10.2012,MXZ2,148511,148400,148150,149600,147500,148400,0.07,2,1792,579193800,3900,2600264800,17522,14840,
19.10.2012,MXZ2,147410,146670,148300,148950,146610,146650,-1.18,1,1555,408768100,2773,2652966960,18088,14680,
22.10.2012,MXZ2,147113,148300,146670,148440,145670,148300,1.12,5,1957,671278440,4563,2793082200,18834,14840,
23.10.2012,MXZ2,146565,146120,148280,148420,145720,146080,-1.50,1,2052,842160120,5746,2737119840,18732,14620,
24.10.2012,MXZ2,145894,146060,146180,147070,144380,146060,-0.01,2,2333,772361830,5294,2734243200,18720,14620,
25.10.2012,MXZ2,145698,145530,145850,146640,145000,145530,-0.36,3,1040,333356040,2288,2703365280,18576,14560,
26.10.2012,MXZ2,143911,144090,145670,145790,143070,144090,-0.99,1,1735,516639700,3590,2623590720,18208,14420,
29.10.2012,MXZ2,143321,143860,143770,144540,142740,143860,-0.16,2,825,252387950,1761,2660834560,18496,14400,
30.10.2012,MXZ2,143536,142750,143880,144550,142510,142750,-0.77,3,1006,338743940,2360,2653722500,18590,14280,
31.10.2012,MXZ2,143535,143010,142500,144200,142440,143010,0.18,1,1149,334579850,2331,2593057320,18132,14320,
01.11.2012,MXZ2,142498,143390,142780,143800,141190,143380,0.26,1,1964,719616680,5050,2767140220,19298,14340,
02.11.2012,MXZ2,144096,144420,143750,144900,143220,144420,0.72,1,1232,411682590,2857,2749756800,19040,14460,
06.11.2012,MXZ2,144600,144920,144150,145460,142800,144920,0.35,1,901,333447690,2306,2692033920,18576,14500,
07.11.2012,MXZ2,144566,142590,144980,145760,142520,142590,-1.61,9,1565,575374160,3980,2562912660,17974,14260,
08.11.2012,MXZ2,141588,141520,142500,143000,139850,141520,-0.75,3,1585,538316950,3802,2702465920,19096,14160,
09.11.2012,MXZ2,140330,140560,141260,141260,139560,140560,-0.68,24,1333,410886360,2928,2521084160,17936,14060,
12.11.2012,MXZ2,140737,140960,140580,141730,139650,140960,0.28,2,964,243757180,1732,2496119680,17708,14100,
13.11.2012,MXZ2,139363,138050,141010,141590,137540,138050,-2.06,3,1469,589506790,4230,2272855200,16464,13820,
14.11.2012,MXZ2,137826,137770,138260,138870,136640,137720,-0.24,5,1222,376679350,2733,2193298400,15920,13780,
15.11.2012,MXZ2,138287,139310,138090,139460,137000,139310,1.16,1,1101,400340920,2895,2272146100,16310,13940,
16.11.2012,MXZ2,138765,139080,139100,139430,138000,139120,-0.14,1,1169,471384710,3397,2145726240,15428,13920,
19.11.2012,MXZ2,140138,140490,138740,140630,138590,140490,0.98,1,933,369123140,2634,2118308220,15078,14060,
20.11.2012,MXZ2,139819,140140,140620,140620,139400,140140,-0.25,1,957,348693910,2494,2012410400,14360,14020,
21.11.2012,MXZ2,140293,141090,140420,141280,139380,141090,0.68,10,939,1117584480,7965,2849171460,20194,14120,
22.11.2012,MXZ2,141104,140890,140800,141680,140680,140890,-0.14,4,588,181741980,1288,2866266160,20344,14100,
23.11.2012,MXZ2,141336,141870,140800,141900,140590,141870,0.70,7,689,241402480,1708,2872583760,20248,14200,
26.11.2012,MXZ2,141458,140770,141740,142680,140200,140770,-0.78,5,846,281077200,1987,2712637900,19270,14080,
27.11.2012,MXZ2,140730,139740,140760,141840,139590,139740,-0.73,2,526,173660550,1234,2691392400,19260,13980,
28.11.2012,MXZ2,138788,138330,139710,140150,138250,138330,-1.01,1,649,188752080,1360,2630759940,19018,13840,
29.11.2012,MXZ2,139186,139250,138010,139920,137590,139250,0.66,1,1045,501208000,3601,2681119500,19254,13940,
30.11.2012,MXZ2,140514,141290,139400,141480,138190,141290,1.46,1,899,362525860,2580,2790194920,19748,14140,
03.12.2012,MXZ2,141465,142450,141290,142490,140370,142450,0.82,2,901,412652440,2917,2889455800,20284,14260,
04.12.2012,MXZ2,141898,141540,142100,142500,140920,141540,-0.64,3,785,444425730,3132,3102839880,21922,14160,
05.12.2012,MXZ2,143366,143820,141430,144450,141240,143820,1.61,1,972,400708710,2795,3135851280,21804,14400,
06.12.2012,MXZ2,144354,144180,143520,145200,143510,144180,0.25,1,896,388601800,2692,3275192880,22716,17320,
07.12.2012,MXZ2,143946,144500,144360,144630,142990,144500,0.22,1,857,338129900,2349,3376676000,23368,17340,
10.12.2012,MXZ2,144878,144820,145000,145720,144090,144820,0.22,1,860,578071720,3987,2855271120,19716,17380,
11.12.2012,MXZ2,145001,145400,144830,145510,144290,145400,0.40,1,759,696166780,4797,2110335600,14514,14540,
12.12.2012,MXZ2,146383,146580,145710,147140,145390,146580,0.81,1,952,1020480040,6961,1075017720,7334,14660,
13.12.2012,MXZ2,146550,146190,146300,147760,145500,146190,-0.27,5,1282,737879630,5035,1190863740,8146,14620,
14.12.2012,MXZ2,146636,146670,146400,147260,145760,146670,0.33,1,608,480581760,3279,869166420,5926,14680,
17.12.2012,MXZ2,146404,146099,146680,146870,146060,146090,-0.40,4,711,587667120,4014,,,14620,
18.12.2012,MXH3,149795,150160,149300,151000,149220,150160,0.61,25,1474,957935930,6395,4435125760,29536,15020,
19.12.2012,MXH3,150371,150070,150110,150860,149810,150070,-0.06,2,878,378785630,2519,4420762060,29458,15020,
20.12.2012,MXH3,150513,150840,150050,151300,148200,150840,0.51,1,1504,794104980,5276,4611178800,30570,15100,
21.12.2012,MXH3,149982,150400,151030,151780,149250,150400,-0.29,25,1205,484892660,3233,4518918400,30046,15040,
24.12.2012,MXH3,149989,149200,150410,151300,149200,149200,-0.80,24,904,267280990,1782,4474508000,29990,14920,
25.12.2012,MXH3,149276,149510,149340,149660,148810,149510,0.21,2,452,135841070,910,4438054840,29684,14960,
26.12.2012,MXH3,149509,150040,149260,150100,148940,150040,0.35,1,579,212901000,1424,4512603040,30076,18020,
27.12.2012,MXH3,150099,150000,150070,150490,149570,150000,-0.03,1,930,366690950,2443,4412700000,29418,21000,
28.12.2012,MXH3,149734,149780,149590,150260,148760,149780,-0.15,3,1688,988691940,6603,4238174880,28296,20980,
08.01.2013,MXH3,152962,153320,149650,153760,149600,153340,2.38,1,1258,560911260,3667,4231938640,27602,16120,
09.01.2013,MXH3,153327,153530,152980,153650,152000,153530,0.12,1,689,281508560,1836,4456668840,29028,15360,
10.01.2013,MXH3,153076,152400,153620,153660,152400,152400,-0.74,1,587,195171800,1275,4463796000,29290,15240,
11.01.2013,MXH3,152505,152860,152770,152970,151660,152860,0.30,3,712,224639690,1473,4496835480,29418,15300,
14.01.2013,MXH3,154021,154340,152680,154540,152550,154340,0.97,1,894,262297750,1703,4556425480,29522,15440,
15.01.2013,MXH3,153670,153010,154060,154150,153010,153010,-0.86,1,697,288130320,1875,4386490680,28668,15320,
16.01.2013,MXH3,152672,152860,153080,153520,152140,152860,-0.10,1,686,216489600,1418,4325020840,28294,15300,
17.01.2013,MXH3,153330,153700,152970,154010,152870,153700,0.55,1,765,282280750,1841,4264867600,27748,15380,
18.01.2013,MXH3,155290,155660,153970,155830,153700,155660,1.28,1,772,330922010,2131,4457168440,28634,15580,
21.01.2013,MXH3,155076,155000,155550,155870,154740,155000,-0.42,1,541,201598960,1300,4535300000,29260,15500,
22.01.2013,MXH3,153928,153850,155210,155500,153160,153850,-0.74,1,662,335100180,2177,4578268300,29758,15400,
23.01.2013,MXH3,154435,154950,153750,155050,153560,154950,0.72,1,822,387013040,2506,4570405200,29496,15500,
24.01.2013,MXH3,153810,154510,154800,154800,152990,154500,-0.29,1,805,414518770,2695,4462248800,28880,15460,
25.01.2013,MXH3,154857,155520,154550,155760,153710,155520,0.66,1,980,499568200,3226,4466845440,28722,15560,
28.01.2013,MXH3,156682,157550,155410,157800,155270,157600,1.34,3,998,512035280,3268,4597624100,29182,15760,
29.01.2013,MXH3,156951,156190,157380,157920,156090,156190,-0.90,1,794,361928100,2306,4568245120,29248,15620,
30.01.2013,MXH3,155947,155350,156110,157140,154720,155280,-0.58,3,874,433222030,2778,4532180900,29174,15540,
31.01.2013,MXH3,155086,155640,155260,155640,154560,155640,0.23,1,1036,549471190,3543,4566166320,29338,15580,
01.02.2013,MXH3,155972,155770,155720,156670,155420,155770,0.08,1,818,485072940,3110,4629172860,29718,15580,
04.02.2013,MXH3,155353,154500,155660,156400,154300,154500,-0.82,4,771,450367030,2899,4646742000,30076,15460,
05.02.2013,MXH3,154413,154760,154640,154910,153800,154760,0.17,4,804,463548910,3002,4732251280,30578,15480,
06.02.2013,MXH3,154753,153770,154960,156280,153410,153770,-0.64,2,975,754729650,4877,4533447140,29482,15380,
07.02.2013,MXH3,153420,153500,153900,154010,152640,153500,-0.18,18,1088,683180060,4453,4582282000,29852,15360,
08.02.2013,MXH3,152542,152980,153510,153550,151790,153120,-0.25,1,1496,774911070,5080,4535551040,29648,15300,
11.02.2013,MXH3,152964,152420,153160,153520,152310,152420,-0.46,2,847,387763700,2535,4580830680,30054,15260,
12.02.2013,MXH3,152054,151760,152310,152540,151400,151760,-0.43,1,912,456466360,3002,4641124320,30582,15180,
13.02.2013,MXH3,153426,154580,151930,154850,151770,154580,1.86,6,1296,733220850,4779,4502915400,29130,15460,
14.02.2013,MXH3,153903,152400,154570,155590,151960,152400,-1.41,2,1259,925726910,6015,4573828800,30012,15240,
15.02.2013,MXH3,151414,151350,152360,152640,150560,151350,-0.69,3,904,522225420,3449,4515678600,29836,15140,
18.02.2013,MXH3,151120,151750,151520,151910,150320,151750,0.26,1,831,401828910,2659,4522150000,29800,15180,
19.02.2013,MXH3,152297,152770,151810,152840,151510,152770,0.67,1,393,220830670,1450,4596543760,30088,15280,
20.02.2013,MXH3,152074,151520,153000,153000,151520,151520,-0.82,1,727,348554110,2292,4501659200,29710,15160,
21.02.2013,MXH3,149855,149710,151600,151680,149180,149710,-1.20,5,1010,546522620,3647,4442195120,29672,11260,
22.02.2013,MXH3,150027,149980,149400,150660,149050,149940,0.15,1,882,419625350,2797,4481102440,29878,11260,
25.02.2013,MXH3,150550,150880,150000,151120,149760,150880,0.63,6,707,359814110,2390,4488680000,29750,11320,
26.02.2013,MXH3,149231,148810,151080,151250,148600,148810,-1.37,3,1152,680939470,4563,4340787700,29170,11180,
27.02.2013,MXH3,148915,148960,149050,149580,148300,148960,0.10,1,1475,828415450,5563,4334140160,29096,11180,
28.02.2013,MXH3,149183,149480,148990,149790,148560,149480,0.35,2,1225,651481180,4367,4363620160,29192,11220,
01.03.2013,MXH3,148022,147500,149420,149500,146890,147500,-1.32,9,1339,706951930,4776,4493735000,30466,11080,
04.03.2013,MXH3,147261,146490,147620,148780,146340,146460,-0.70,17,1266,721433380,4899,4492555320,30668,11000,
05.03.2013,MXH3,147500,148770,146460,148840,146170,148770,1.58,3,1417,997981750,6766,4556230020,30626,11160,
06.03.2013,MXH3,149561,149400,148780,150040,148730,149400,0.42,7,1432,1065918080,7127,4509788400,30186,11220,
07.03.2013,MXH3,149469,149180,149410,149990,149000,149180,-0.15,2,1230,548402740,3669,4462868880,29916,11200,
11.03.2013,MXH3,150938,150650,149150,151860,149150,150650,0.98,1,913,495530780,3283,4361618800,28952,11300,
12.03.2013,MXH3,150033,150060,150780,151000,149650,150060,-0.39,20,1132,1033428700,6888,3768306720,25112,11260,
13.03.2013,MXH3,150184,149630,149900,151040,149330,149730,-0.22,1,1809,2129312360,14178,2843269260,19002,11240,
14.03.2013,MXH3,149687,149900,149610,150450,149060,149900,0.11,1,1672,2048310210,13684,2182843800,14562,11260,
15.03.2013,MXH3,150696,150880,149740,151510,149710,150880,0.65,3,912,808785860,5367,,,11320,
18.03.2013,MXM3,143933,143860,147790,147960,142520,143860,-2.44,6,2402,1551601030,10780,879272320,6112,11060,
19.03.2013,MXM3,143391,142500,143700,144380,142350,142500,-0.94,1,1838,1082170620,7547,1134015000,7958,11060,
20.03.2013,MXM3,142504,143520,142400,143750,140970,143500,0.70,3,1833,876114530,6148,1256374080,8754,11060,
21.03.2013,MXM3,143569,143320,143680,144100,143150,143320,-0.12,5,1525,827675990,5765,1052542080,7344,11060,
22.03.2013,MXM3,142529,141690,143280,143660,141630,141690,-1.14,1,1297,594773740,4173,1124735220,7938,11060,
25.03.2013,MXM3,141651,140240,141500,143380,139990,140240,-1.02,1,1573,909683100,6422,1047873280,7472,10520,
26.03.2013,MXM3,139924,139210,139890,140850,138930,139210,-0.73,1,2386,1332776340,9525,917950740,6594,10460,
27.03.2013,MXM3,139266,139830,139280,140150,138300,139830,0.44,9,1681,1015362890,7291,1068860520,7644,10500,
28.03.2013,MXM3,139940,140780,139860,140880,139000,140780,0.68,5,2167,1505273720,10757,932526720,6624,10560,
29.03.2013,MXM3,141130,141160,141000,141550,140690,141160,0.27,4,549,291433750,2065,966946000,6850,10600,
01.04.2013,MXM3,141052,140110,141210,142160,140090,140090,-0.76,1,1259,701309440,4972,1004028260,7166,10520,
02.04.2013,MXM3,140277,140470,139870,140940,139700,140420,0.24,6,1217,818517400,5835,950981900,6770,10540,
03.04.2013,MXM3,140381,140230,140530,140960,139900,140220,-0.14,2,1422,558013350,3975,961416880,6856,10520,
04.04.2013,MXM3,140316,140140,140220,141480,138520,140140,-0.06,1,3142,1492677470,10638,1093932840,7806,10520,
05.04.2013,MXM3,139452,139230,140050,141170,138380,139230,-0.65,5,2257,1012146160,7258,966534660,6942,10460,
08.04.2013,MXM3,139611,138530,139410,140750,138170,138530,-0.50,3,2174,1235139970,8847,1060585680,7656,10400,
09.04.2013,MXM3,139672,140000,138500,140440,138290,139990,1.05,5,2089,1114864520,7982,975240000,6966,10500,
10.04.2013,MXM3,140221,139890,140000,140910,139700,139890,-0.07,1,2456,1521120510,10848,937542780,6702,10500,
11.04.2013,MXM3,138764,137600,139910,140480,137440,137600,-1.64,5,2721,1440926370,10384,1256012800,9128,10320,
12.04.2013,MXM3,137049,136840,137670,138100,136230,136840,-0.55,3,2452,1071726730,7820,1283011840,9376,10280,
15.04.2013,MXM3,134829,133840,136690,137440,133320,133840,-2.19,1,3000,1385367710,10275,1378552000,10300,10040,
16.04.2013,MXM3,134179,133010,133880,134960,132610,133010,-0.62,1,3113,1865899970,13906,1322119400,9940,9980,
17.04.2013,MXM3,131700,131720,133250,133760,130800,131730,-0.96,1,2711,1244301760,9448,1479215600,11230,9880,
18.04.2013,MXM3,132095,131260,131600,133180,131120,131260,-0.36,25,2117,1278018260,9675,1330451360,10136,9860,
19.04.2013,MXM3,131646,131860,131240,132430,130830,131860,0.46,1,2116,951670150,7229,1353674760,10266,9900,
22.04.2013,MXM3,131767,130400,131890,133610,130050,130440,-1.08,1,3239,1495419990,11349,1240364800,9512,9780,
23.04.2013,MXM3,130931,131730,130460,132120,129620,131730,0.99,2,1917,746435260,5701,1307288520,9924,9880,
24.04.2013,MXM3,133870,135500,131650,135510,130710,135500,2.86,4,2311,1201078840,8972,1184270000,8740,10180,
25.04.2013,MXM3,135435,134550,135610,136260,134310,134550,-0.70,1,2176,989082510,7303,1088509500,8090,10200,
26.04.2013,MXM3,134077,134870,134640,134910,133140,134890,0.25,1,1350,604283690,4507,1054143920,7816,10200,
29.04.2013,MXM3,134650,133770,134730,135760,133560,133770,-0.83,2,1390,686039560,5095,1186539900,8870,10200,
30.04.2013,MXM3,135124,136180,133830,136880,133500,136180,1.80,1,1372,606168290,4486,1184493640,8698,10220,
02.05.2013,MXM3,136389,136240,136100,137500,135250,136310,0.10,1,979,362795540,2660,1175751200,8630,10220,
03.05.2013,MXM3,138099,139360,136310,139500,136290,139360,2.24,2,1318,526295050,3811,952664960,6836,10460,
06.05.2013,MXM3,139801,140050,139330,140450,139080,140050,0.50,1,1068,404723350,2895,988472900,7058,10520,
07.05.2013,MXM3,140818,141900,139970,142180,139540,141900,1.32,5,1341,502577800,3569,1042397400,7346,10660,
08.05.2013,MXM3,141824,142350,141920,142550,140950,142350,0.32,1,926,329315660,2322,1012962600,7116,10680,
10.05.2013,MXM3,141897,140140,142400,143690,140140,140140,-1.55,6,1133,505580220,3563,1033952920,7378,10720,
13.05.2013,MXM3,140459,140450,140980,141600,139460,140450,0.22,6,1601,604674800,4305,969947700,6906,10720,
14.05.2013,MXM3,141041,140520,140350,142700,139810,140520,0.05,1,1753,774736380,5493,947947920,6746,10720,
15.05.2013,MXM3,139920,139440,140310,141490,138990,139440,-0.77,1,1787,773197040,5526,869547840,6236,10720,
